 "time" "normal population" "cancer population" "cancer proportion"patch_inflammation:0.4
 659 24571 6164 0.20055311534081666
 660 24544 6188 0.20135363790186125
 661 24525 6210 0.2020497803806735
 662 24499 6232 0.20279196902150923
 663 24469 6258 0.20366452956683048
 664 24448 6289 0.20460682564986823
 665 24421 6306 0.2052266736095291
 666 24391 6332 0.20609966474628127
 667 24359 6363 0.2071154221730356
 668 24337 6396 0.20811505547782513
 669 24313 6418 0.20884448927792781
 670 24293 6441 0.209572460467235
 671 24269 6460 0.21022486901623874
 672 24232 6476 0.2108896704441839
 673 24199 6501 0.21175895765472313
 674 24176 6532 0.21271329946593723
 675 24159 6550 0.21329252010811162
 676 24132 6585 0.21437640394569782
 677 24105 6611 0.21522984763641098
 678 24085 6643 0.21618719083571986
 679 24059 6663 0.21688041143154743
 680 24024 6693 0.2178923723019826
 681 24000 6727 0.21892797865069807
 682 23973 6744 0.21955269069245043
 683 23949 6771 0.22041015625
 684 23923 6794 0.22118045382036006
 685 23898 6822 0.2220703125
 686 23867 6845 0.22287705131544674
 687 23843 6867 0.22360794529469227
 688 23820 6878 0.22405368427910613
 689 23794 6909 0.2250268703384034
 690 23765 6936 0.22592097977264583
 691 23739 6960 0.22671748265415811
 692 23707 6986 0.2276089010523572
 693 23673 7018 0.2286663842820371
 694 23641 7050 0.22970903522205208
 695 23619 7072 0.23042585774331237
 696 23579 7092 0.23122819601578037
 697 23555 7119 0.2320858055682337
 698 23518 7144 0.23299197703998434
 699 23497 7168 0.23375183433882277
 700 23468 7189 0.23449783083798154
 701 23448 7221 0.23544947667025334
 702 23428 7248 0.23627591602555745
 703 23404 7278 0.23720748321491428
 704 23367 7302 0.2380905800645603
 705 23350 7325 0.23879380603096984
 706 23326 7345 0.23947703041961463
 707 23303 7369 0.24025169535732915
 708 23276 7403 0.2413051272857655
 709 23251 7425 0.2420458990741948
 710 23219 7454 0.2430150295047762
 711 23198 7482 0.2438722294654498
 712 23171 7500 0.24453066414528382
 713 23166 7531 0.24533342020392873
 714 23139 7574 0.2466056718653339
 715 23128 7604 0.24742938956136926
 716 23102 7632 0.2483243313594065
 717 23081 7667 0.24934955119032132
 718 23055 7698 0.25031704223978146
 719 23037 7719 0.25097541943035506
 720 23021 7741 0.25164163578440935
 721 22991 7776 0.2527383235284558
 722 22968 7806 0.2536556833690778
 723 22949 7840 0.25463639611549577
 724 22913 7863 0.2554912919157785
 725 22889 7893 0.25641608732376064
 726 22860 7923 0.2573823214111685
 727 22834 7953 0.25832331828369115
 728 22796 7986 0.25943733350659476
 729 22770 8018 0.2604261400545667
 730 22745 8045 0.2612861318609938
 731 22725 8072 0.2621034516348995
 732 22700 8101 0.26301094120320767
 733 22678 8127 0.2638208083103392
 734 22653 8147 0.26451298701298703
 735 22627 8171 0.2653094356776414
 736 22596 8203 0.2663398162277996
 737 22564 8233 0.26733123356171057
 738 22538 8257 0.2681279428478649
 739 22518 8288 0.2690384989937025
 740 22473 8325 0.27030976037405025
 741 22443 8350 0.2711655246322216
 742 22416 8386 0.27225504837348224
 743 22397 8417 0.2731550593885896
 744 22364 8450 0.27422600116830015
 745 22345 8486 0.27524245078005904
 746 22313 8516 0.27623341658827727
 747 22277 8545 0.2772370384790085
 748 22253 8570 0.27803912662622066
 749 22228 8616 0.2793412008818571
 750 22194 8638 0.2801634665282823
 751 22169 8665 0.28102095089835893
 752 22141 8694 0.2819523269012486
 753 22110 8714 0.282701790812354
 754 22085 8747 0.2836987545407369
 755 22053 8771 0.28455099922138594
 756 22022 8805 0.2856262367405197
 757 22005 8833 0.28643232375640443
 758 21985 8877 0.28763527963190977
 759 21960 8907 0.2885605986976383
 760 21939 8939 0.2894941382213874
 761 21914 8962 0.29025780541520924
 762 21877 8993 0.29131843213475866
 763 21854 9015 0.2920405584890991
 764 21822 9052 0.2931916823216946
 765 21781 9080 0.29422248144907814
 766 21757 9110 0.2951372015421
 767 21724 9140 0.2961378952825298
 768 21702 9168 0.29698736637512146
 769 21674 9203 0.2980535673802507
 770 21640 9246 0.2993589328498349
 771 21617 9282 0.3003980711349882
 772 21601 9311 0.3012098861283644
 773 21565 9341 0.3022390474341552
 774 21530 9372 0.3032813410135266
 775 21498 9408 0.30440691127936326
 776 21480 9439 0.30528154209385816
 777 21462 9479 0.30635726059274104
 778 21437 9513 0.30736672051696284
 779 21417 9549 0.30837047083898467
 780 21397 9580 0.3092617103011912
